Kp,Ki,Kd,Settling_Time
0.8,0.1,0.3,9.17076423035253
0.8,0.1,0.4,6.140511709309109
0.8,0.1,0.5,6.720560046670556
0.8,0.1,0.6000000000000001,12.411034252854405
0.8,0.1,0.7,12.611050920910076
0.8,0.1,0.8,12.641053421118427
0.8,0.1,0.9000000000000001,13.621135094591217
0.8,0.1,1.0,15.31127593966164
0.8,0.1,1.1,17.551462621885157
0.8,0.1,1.2,20.231685973831155
0.8,0.1,1.3,22.551879323276943
0.8,0.1,1.4000000000000001,24.392032669389117
0.8,0.1,1.5000000000000002,25.502125177098094
0.8,0.1,1.6,26.412201016751396
0.8,0.1,1.7000000000000002,27.242270189182435
0.8,0.1,1.8,27.412284357029755
0.8,0.1,1.9000000000000001,27.862321860155014
0.8,0.1,2.0,28.352362696891408
0.8,0.1,2.1,28.652387698974916
0.8,0.1,2.2,28.862405200433372
0.8,0.1,2.3,28.872406033836153
0.8,0.1,2.4,29.352446037169766
0.8,0.1,2.5,4.830402533544462
0.8,0.1,2.6,4.9804150345862155
0.8,0.1,2.7,5.110425868822402
0.8,0.1,2.8,5.250437536461372
0.8,0.1,2.9,5.380448370697558
0.8,0.1,3.0,5.510459204933745
0.8,0.2,0.3,13.741145095424619
0.8,0.2,0.4,9.59079923326944
0.8,0.2,0.5,10.950912576048005
0.8,0.2,0.6000000000000001,6.610550879239937
0.8,0.2,0.7,7.270605883823652
0.8,0.2,0.8,8.150679223268606
0.8,0.2,0.9000000000000001,8.940745062088508
0.8,0.2,1.0,9.630802566880574
0.8,0.2,1.1,10.410867572297692
0.8,0.2,1.2,11.200933411117594
0.8,0.2,1.3,11.900991749312443
0.8,0.2,1.4000000000000001,12.641053421118427
0.8,0.2,1.5000000000000002,13.221101758479874
0.8,0.2,1.6,13.811150929244105
0.8,0.2,1.7000000000000002,14.321193432786066
0.8,0.2,1.8,14.801233436119677
0.8,0.2,1.9000000000000001,15.251270939244938
0.8,0.2,2.0,15.62130177514793
0.8,0.2,2.1,16.021335111259273
0.8,0.2,2.2,16.411367613967833
0.8,0.2,2.3,16.731394282856904
0.8,0.2,2.4,17.061421785148763
0.8,0.2,2.5,17.401450120843403
0.8,0.2,2.6,17.721476789732478
0.8,0.2,2.7,18.0115009584132
0.8,0.2,2.8,18.321526793899494
0.8,0.2,2.9,18.601550129177433
0.8,0.2,3.0,18.911575964663722
0.8,0.3,0.3,25.38211517626469
0.8,0.3,0.4,18.591549295774648
0.8,0.3,0.5,15.131260938411534
0.8,0.3,0.6000000000000001,10.38086507208934
0.8,0.3,0.7,11.75097924827069
0.8,0.3,0.8,6.810567547295609
0.8,0.3,0.9000000000000001,7.270605883823652
0.8,0.3,1.0,7.7806483873656145
0.8,0.3,1.1,8.280690057504792
0.8,0.3,1.2,8.760730060838403
0.8,0.3,1.3,9.240770064172015
0.8,0.3,1.4000000000000001,9.690807567297275
0.8,0.3,1.5000000000000002,10.140845070422536
0.8,0.3,1.6,10.570880906742229
0.8,0.3,1.7000000000000002,10.940911742645222
0.8,0.3,1.8,11.310942578548213
0.8,0.3,1.9000000000000001,11.700975081256772
0.8,0.3,2.0,12.001000083340278
0.8,0.3,2.1,12.351029252437703
0.8,0.3,2.2,12.651054254521211
0.8,0.3,2.3,12.951079256604718
0.8,0.3,2.4,13.231102591882658
0.8,0.3,2.5,13.521126760563382
0.8,0.3,2.6,13.791149262438537
0.8,0.3,2.7,14.061171764313693
0.8,0.3,2.8,14.311192599383283
0.8,0.3,2.9,14.571214267855655
0.8,0.3,3.0,14.801233436119677
0.8,0.4,0.3,120.0
0.8,0.4,0.4,27.422285190432536
0.8,0.4,0.5,22.311859321610136
0.8,0.4,0.6000000000000001,13.841153429452454
0.8,0.4,0.7,15.59129927493958
0.8,0.4,0.8,10.810900908409035
0.8,0.4,0.9000000000000001,11.690974247853989
0.8,0.4,1.0,12.62105175431286
0.8,0.4,1.1,13.591132594382866
0.8,0.4,1.2,14.431202600216686
0.8,0.4,1.3,15.191265938828236
0.8,0.4,1.4000000000000001,15.90132511042587
0.8,0.4,1.5000000000000002,16.541378448204018
0.8,0.4,1.6,17.13142761896825
0.8,0.4,1.7000000000000002,17.691474289524127
0.8,0.4,1.8,18.17151429285774
0.8,0.4,1.9000000000000001,18.671555962996916
0.8,0.4,2.0,19.15159596633053
0.8,0.4,2.1,19.621635136261357
0.8,0.4,2.2,19.981665138761564
0.8,0.4,2.3,20.411700975081256
0.8,0.4,2.4,20.821735144595383
0.8,0.4,2.5,21.20176681390116
0.8,0.4,2.6,21.581798483206935
0.8,0.4,2.7,21.93182765230436
0.8,0.4,2.8,22.29185765480457
0.8,0.4,2.9,22.621885157096425
0.8,0.4,3.0,22.931910992582715
0.8,0.5,0.3,120.0
0.8,0.5,0.4,120.0
0.8,0.5,0.5,38.49320776731395
0.8,0.5,0.6000000000000001,25.69214101175098
0.8,0.5,0.7,18.0115009584132
0.8,0.5,0.8,19.85165430452538
0.8,0.5,0.9000000000000001,15.581298441536795
0.8,0.5,1.0,16.761396783065255
0.8,0.5,1.1,17.721476789732478
0.8,0.5,1.2,12.231019251604302
0.8,0.5,1.3,12.881073422785233
