Parameter,Value,Settling_Time
Kp,0.8,38.62321860155013
Kp,0.9,26.462205183765317
Kp,1.0,22.10184182015168
Kp,1.1,17.391449287440622
Kp,1.2000000000000002,16.781398449870824
Kp,1.3,15.68130677556463
Kp,1.4000000000000001,12.461038419868324
Kp,1.5,12.001000083340278
Kp,1.6,11.590965913826153
Kp,1.7000000000000002,12.851070922576882
Kp,1.8,13.231102591882658
Kp,1.9000000000000001,15.331277606467207
Kp,2.0,120.0
Kp,2.1,120.0
Kp,2.2,120.0
