Parameter,Value,Settling_Time
Ki,0.1,5.900491707642304
Ki,0.2,5.660471705975498
Ki,0.3,8.940745062088508
Ki,0.4,13.04108675722977
Ki,0.5,15.671305942161847
Ki,0.6,25.99216601383449
Ki,0.7,69.70580881740145
