Kp,Ki,Kd,Settling_Time
0.9,0.3,0.5,14.031169264105342
0.9,0.3,0.6000000000000001,9.600800066672223
0.9,0.3,0.7,10.830902575214601
0.9,0.3,0.8,6.4605383781981836
0.9,0.3,0.9000000000000001,6.950579214934578
0.9,0.3,1.0,7.500625052087674
0.9,0.3,1.1,8.02066838903242
0.9,0.3,1.2,8.50070839236603
0.9,0.3,1.3,9.00075006250521
0.9,0.3,1.4000000000000001,9.470789232436037
0.9,0.3,1.5000000000000002,9.970830902575216
0.9,0.3,1.6,10.390865905492126
0.9,0.3,1.7000000000000002,10.830902575214601
0.9,0.3,1.8,11.200933411117594
0.9,0.3,1.9000000000000001,11.560963413617802
0.9,0.3,2.0,11.910992582715227
0.9,0.3,2.1,12.241020085007085
0.9,0.3,2.2,12.571047587298942
0.9,0.3,2.3,12.891074256188016
0.9,0.3,2.4,13.171097591465957
0.9,0.3,2.5,13.451120926743895
0.9,0.3,2.6,13.721143428619053
0.9,0.3,2.7,13.991165930494208
0.9,0.3,2.8,14.261188432369364
0.9,0.3,2.9,14.491207600633388
0.9,0.3,3.0,14.741228435702975
0.9,0.4,0.3,71.85598799899992
0.9,0.4,0.4,23.031919326610552
0.9,0.4,0.5,16.57138094841237
0.9,0.4,0.6000000000000001,13.35111259271606
0.9,0.4,0.7,9.550795899658306
0.9,0.4,0.8,10.330860905075424
0.9,0.4,0.9000000000000001,11.33094424535378
0.9,0.4,1.0,12.391032586048839
0.9,0.4,1.1,6.990582548545713
0.9,0.4,1.2,7.370614217851488
0.9,0.4,1.3,7.74064505375448
0.9,0.4,1.4000000000000001,8.100675056254689
0.9,0.4,1.5000000000000002,8.460705058754897
0.9,0.4,1.6,8.810734227852322
0.9,0.4,1.7000000000000002,9.130760896741396
0.9,0.4,1.8,9.460788399033254
0.9,0.4,1.9000000000000001,9.76081340111676
0.9,0.4,2.0,10.070839236603051
0.9,0.4,2.1,10.35086257188099
0.9,0.4,2.2,10.620885073756147
0.9,0.4,2.3,10.88090674222852
0.9,0.4,2.4,11.140928410700893
0.9,0.4,2.5,11.380948412367697
0.9,0.4,2.6,11.630969247437287
0.9,0.4,2.7,11.850987582298526
0.9,0.4,2.8,12.09100758396533
0.9,0.4,2.9,12.31102591882657
0.9,0.4,3.0,12.521043420285025
0.9,0.5,0.3,120.0
0.9,0.5,0.4,120.0
0.9,0.5,0.5,26.492207683973668
0.9,0.5,0.6000000000000001,20.78173181098425
0.9,0.5,0.7,17.771480956746398
0.9,0.5,0.8,14.091174264522044
0.9,0.5,0.9000000000000001,14.981248437369782
0.9,0.5,1.0,10.660888407367281
0.9,0.5,1.1,11.380948412367697
0.9,0.5,1.2,12.101008417368115
0.9,0.5,1.3,12.781065088757398
0.9,0.5,1.4000000000000001,13.411117593132762
0.9,0.5,1.5000000000000002,13.991165930494208
0.9,0.5,1.6,14.531210934244521
0.9,0.5,1.7000000000000002,15.031252604383699
0.9,0.5,1.8,15.51129260771731
0.9,0.5,1.9000000000000001,15.991332611050922
0.9,0.5,2.0,16.421368447370615
0.9,0.5,2.1,16.811400950079175
0.9,0.5,2.2,17.19143261938495
0.9,0.5,2.3,17.571464288690724
0.9,0.5,2.4,17.97149762480207
0.9,0.5,2.5,18.331527627302275
0.9,0.5,2.6,18.661555129594134
0.9,0.5,2.7,18.99158263188599
0.9,0.5,2.8,19.32161013417785
0.9,0.5,2.9,19.68164013667806
0.9,0.5,3.0,19.961663471955998
0.9,0.6,0.3,120.0
0.9,0.6,0.4,120.0
0.9,0.6,0.5,120.0
0.9,0.6,0.6000000000000001,32.17268105675473
0.9,0.6,0.7,24.532044337028086
0.9,0.6,0.8,17.021418451537627
0.9,0.6,0.9000000000000001,18.51154262855238
0.9,0.6,1.0,14.481206767230603
0.9,0.6,1.1,15.48129010750896
0.9,0.6,1.2,16.281356779731645
0.9,0.6,1.3,11.33094424535378
0.9,0.6,1.4000000000000001,11.840986748895743
0.9,0.6,1.5000000000000002,12.361030085840488
0.9,0.6,1.6,12.841070089174098
0.9,0.6,1.7000000000000002,13.281106758896575
0.9,0.6,1.8,13.731144262021836
0.9,0.6,1.9000000000000001,14.141178431535963
0.9,0.6,2.0,14.561213434452872
0.9,0.6,2.1,14.92124343695308
0.9,0.6,2.2,15.291274272856072
0.9,0.6,2.3,15.661305108759064
0.9,0.6,2.4,15.991332611050922
0.9,0.6,2.5,16.331360946745562
0.9,0.6,2.6,16.651387615634636
0.9,0.6,2.7,16.951412617718145
0.9,0.6,2.8,17.27143928660722
0.9,0.6,2.9,17.591465955496293
0.9,0.6,3.0,17.861488457371447
0.9,0.7,0.3,120.0
0.9,0.7,0.4,120.0
0.9,0.7,0.5,120.0
0.9,0.7,0.6000000000000001,120.0
0.9,0.7,0.7,37.00308359029919
0.9,0.7,0.8,28.082340195016254
0.9,0.7,0.9000000000000001,20.991749312442703
0.9,0.7,1.0,17.661471789315776
0.9,0.7,1.1,18.85157096424702
0.9,0.7,1.2,14.651220935077925
0.9,0.7,1.3,15.391282606883907
0.9,0.7,1.4000000000000001,16.12134344528711
0.9,0.7,1.5000000000000002,16.781398449870824
0.9,0.7,1.6,17.391449287440622
0.9,0.7,1.7000000000000002,17.97149762480207
0.9,0.7,1.8,18.491540961746814
0.9,0.7,1.9000000000000001,19.031585965497126
0.9,0.7,2.0,19.46162180181682
0.9,0.7,2.1,19.901658471539296
0.9,0.7,2.2,20.371697641470124
0.9,0.7,2.3,20.73172764397033
0.9,0.7,2.4,14.601216768064006
0.9,0.7,2.5,14.911242603550297
0.9,0.7,2.6,15.211267605633804
0.9,0.7,2.7,15.501291774314527
0.9,0.7,2.8,15.801316776398034
0.9,0.7,2.9,16.07133927827319
0.9,0.7,3.0,16.341361780148347
1.0,0.1,0.3,7.950662555212935
1.0,0.1,0.4,6.940578381531795
1.0,0.1,0.5,5.510459204933745
1.0,0.1,0.6000000000000001,5.900491707642304
1.0,0.1,0.7,9.320776731394284
1.0,0.1,0.8,11.760980081673473
1.0,0.1,0.9000000000000001,12.241020085007085
1.0,0.1,1.0,12.721060088340696
1.0,0.1,1.1,13.931160930077507
1.0,0.1,1.2,16.421368447370615
1.0,0.1,1.3,19.02158513209434
1.0,0.1,1.4000000000000001,2.650220851737645
1.0,0.1,1.5000000000000002,2.7902325193766147
1.0,0.1,1.6,2.9202433536128014
1.0,0.1,1.7000000000000002,3.0702558546545546
1.0,0.1,1.8,3.2102675222935244
1.0,0.1,1.9000000000000001,3.3802816901408455
1.0,0.1,2.0,3.5302941911825987
1.0,0.1,2.1,3.690307525627136
1.0,0.1,2.2,3.850320860071673
1.0,0.1,2.3,3.9903325277106427
1.0,0.1,2.4,4.130344195349613
1.0,0.1,2.5,4.280356696391366
1.0,0.1,2.6,4.420368364030336
1.0,0.1,2.7,4.550379198266523
1.0,0.1,2.8,4.680390032502709
1.0,0.1,2.9,4.810400866738895
1.0,0.1,3.0,4.940411700975082
1.0,0.2,0.3,11.64097008084007
1.0,0.2,0.4,8.210684223685307
1.0,0.2,0.5,8.100675056254689
1.0,0.2,0.6000000000000001,5.730477539794983
1.0,0.2,0.7,6.17051420951746
1.0,0.2,0.8,6.930577548129011
1.0,0.2,0.9000000000000001,8.260688390699226
1.0,0.2,1.0,9.100758396533045
1.0,0.2,1.1,9.640803400283357
1.0,0.2,1.2,10.35086257188099
1.0,0.2,1.3,11.160930077506459
1.0,0.2,1.4000000000000001,11.970997583131929
1.0,0.2,1.5000000000000002,12.73106092174348
1.0,0.2,1.6,13.401116759729979
1.0,0.2,1.7000000000000002,14.071172597716478
1.0,0.2,1.8,14.61121760146679
1.0,0.2,1.9000000000000001,15.071255937994835
1.0,0.2,2.0,15.59129927493958
1.0,0.2,2.1,15.951329277439788
1.0,0.2,2.2,16.32136011334278
1.0,0.2,2.3,16.731394282856904
1.0,0.2,2.4,17.031419284940412
1.0,0.2,2.5,17.351445953829487
1.0,0.2,2.6,17.70147512292691
1.0,0.2,2.7,18.0115009584132
1.0,0.2,2.8,18.31152596049671
1.0,0.2,2.9,18.591549295774648
1.0,0.2,3.0,18.87157263105259
1.0,0.3,0.3,18.18151512626052
1.0,0.3,0.4,11.67097258104842
1.0,0.3,0.5,8.430702558546546
1.0,0.3,0.6000000000000001,8.770730894241186
1.0,0.3,0.7,8.660721726810568
1.0,0.3,0.8,6.1105092091007585
1.0,0.3,0.9000000000000001,6.600550045837154
1.0,0.3,1.0,7.170597549795817
1.0,0.3,1.1,7.720643386948913
1.0,0.3,1.2,8.260688390699226
1.0,0.3,1.3,8.760730060838403
1.0,0.3,1.4000000000000001,9.270772564380366
1.0,0.3,1.5000000000000002,9.76081340111676
1.0,0.3,1.6,10.220851737644804
1.0,0.3,1.7000000000000002,10.650887573964498
1.0,0.3,1.8,11.090924243686974
1.0,0.3,1.9000000000000001,11.47095591299275
1.0,0.3,2.0,11.830985915492958
1.0,0.3,2.1,12.181015084590383
1.0,0.3,2.2,12.501041753479457
1.0,0.3,2.3,12.781065088757398
1.0,0.3,2.4,13.091090924243687
1.0,0.3,2.5,13.391115926327195
1.0,0.3,2.6,13.651137594799568
1.0,0.3,2.7,13.921160096674724
1.0,0.3,2.8,14.19118259854988
1.0,0.3,2.9,14.451204267022252
1.0,0.3,3.0,14.681223435286274
1.0,0.4,0.3,36.783065255437954
1.0,0.4,0.4,18.071505958829903
1.0,0.4,0.5,15.941328444037003
1.0,0.4,0.6000000000000001,12.741061755146262
1.0,0.4,0.7,9.00075006250521
1.0,0.4,0.8,9.73081090090841
1.0,0.4,0.9000000000000001,10.700891740978415
1.0,0.4,1.0,6.360530044170348
1.0,0.4,1.1,6.750562546878907
1.0,0.4,1.2,7.160596716393033
1.0,0.4,1.3,7.540628385698809
1.0,0.4,1.4000000000000001,7.930660888407368
1.0,0.4,1.5000000000000002,8.290690890907577
1.0,0.4,1.6,8.640720060005
1.0,0.4,1.7000000000000002,8.990749229102425
1.0,0.4,1.8,9.350779231602633
1.0,0.4,1.9000000000000001,9.660805067088925
1.0,0.4,2.0,9.960830069172431
1.0,0.4,2.1,10.250854237853154
1.0,0.4,2.2,10.520876739728312
1.0,0.4,2.3,10.790899241603467
1.0,0.4,2.4,11.040920076673057
1.0,0.4,2.5,11.310942578548213
1.0,0.4,2.6,11.55096258021502
1.0,0.4,2.7,11.780981748479041
1.0,0.4,2.8,12.021001750145846
1.0,0.4,2.9,12.231019251604302
1.0,0.4,3.0,12.461038419868324
1.0,0.5,0.3,120.0
1.0,0.5,0.4,40.33336111342612
1.0,0.5,0.5,22.081840153346114
1.0,0.5,0.6000000000000001,15.581298441536795
1.0,0.5,0.7,12.471039253271107
1.0,0.5,0.8,13.621135094591217
1.0,0.5,0.9000000000000001,9.610800900075006
1.0,0.5,1.0,10.320860071672639
1.0,0.5,1.1,11.110925910492542
1.0,0.5,1.2,11.900991749312443
1.0,0.5,1.3,12.581048420701725
1.0,0.5,1.4000000000000001,13.18109842486874
1.0,0.5,1.5000000000000002,13.55112926077173
1.0,0.5,1.6,13.571130927577299
1.0,0.5,1.7000000000000002,13.361113426118845
1.0,0.5,1.8,14.681223435286274
1.0,0.5,1.9000000000000001,15.14126177181432
1.0,0.5,2.0,15.90132511042587
1.0,0.5,2.1,16.40136678056505
1.0,0.5,2.2,16.91140928410701
1.0,0.5,2.3,17.401450120843403
1.0,0.5,2.4,17.78148179014918
1.0,0.5,2.5,18.191515959663306
1.0,0.5,2.6,18.561546795566297
1.0,0.5,2.7,18.891574297858156
1.0,0.5,2.8,19.24160346695558
1.0,0.5,2.9,19.591632636053006
1.0,0.5,3.0,19.901658471539296
1.0,0.6,0.3,120.0
1.0,0.6,0.4,120.0
1.0,0.6,0.5,43.93366113842821
1.0,0.6,0.6000000000000001,21.6018001500125
1.0,0.6,0.7,19.141595132927744
1.0,0.6,0.8,16.731394282856904
1.0,0.6,0.9000000000000001,13.271105925493792
1.0,0.6,1.0,14.231185932161015
1.0,0.6,1.1,10.020835069589133
1.0,0.6,1.2,10.60088340695058
1.0,0.6,1.3,11.170930910909243
1.0,0.6,1.4000000000000001,11.740978414867905
1.0,0.6,1.5000000000000002,12.271022585215436
1.0,0.6,1.6,12.76106342195183
1.0,0.6,1.7000000000000002,13.21110092507709
1.0,0.6,1.8,13.701141761813485
1.0,0.6,1.9000000000000001,14.131177598133178
1.0,0.6,2.0,14.531210934244521
1.0,0.6,2.1,14.911242603550297
1.0,0.6,2.2,15.26127177264772
1.0,0.6,2.3,15.641303441953497
1.0,0.6,2.4,15.961330110842571
1.0,0.6,2.5,16.331360946745562
1.0,0.6,2.6,16.621385115426285
1.0,0.6,2.7,16.94141178431536
1.0,0.6,2.8,17.251437619801653
1.0,0.6,2.9,17.541461788482373
1.0,0.6,3.0,17.87148929077423
1.0,0.7,0.3,120.0
1.0,0.7,0.4,120.0
1.0,0.7,0.5,120.0
1.0,0.7,0.6000000000000001,47.123926993916164
1.0,0.7,0.7,25.32211017584799
1.0,0.7,0.8,19.261605133761147
1.0,0.7,0.9000000000000001,16.341361780148347
1.0,0.7,1.0,16.191349279106593
1.0,0.7,1.1,13.731144262021836
1.0,0.7,1.2,14.571214267855655
1.0,0.7,1.3,15.251270939244938
1.0,0.7,1.4000000000000001,15.501291774314527
1.0,0.7,1.5000000000000002,11.170930910909243
1.0,0.7,1.6,11.600966747228936
1.0,0.7,1.7000000000000002,12.011000916743063
1.0,0.7,1.8,12.431035919659973
1.0,0.7,1.9000000000000001,12.821068422368532
1.0,0.7,2.0,13.191099258271523
1.0,0.7,2.1,13.55112926077173
1.0,0.7,2.2,13.891157596466373
1.0,0.7,2.3,14.231185932161015
1.0,0.7,2.4,14.551212601050088
1.0,0.7,2.5,14.871239269939162
1.0,0.7,2.6,15.151262605217102
1.0,0.7,2.7,15.471289274106176
1.0,0.7,2.8,15.751312609384117
1.0,0.7,2.9,16.031335944662057
1.0,0.7,3.0,16.311359279939996
1.1,0.1,0.3,7.580631719309943
1.1,0.1,0.4,7.250604217018085
1.1,0.1,0.5,5.1704308692391034
1.1,0.1,0.6000000000000001,5.400450037503125
1.1,0.1,0.7,5.86048837403117
1.1,0.1,0.8,11.460955079589967
1.1,0.1,0.9000000000000001,11.520960080006668
1.1,0.1,1.0,11.92099341611801
1.1,0.1,1.1,12.671055921326777
1.1,0.1,1.2,14.171180931744313
1.1,0.1,1.3,16.921410117509794
1.1,0.1,1.4000000000000001,12.191015917993166
1.1,0.1,1.5000000000000002,2.600216684723727
1.1,0.1,1.6,2.7302275189599134
1.1,0.1,1.7000000000000002,2.8602383531960998
1.1,0.1,1.8,3.0102508542378534
1.1,0.1,1.9000000000000001,3.150262521876823
1.1,0.1,2.0,3.300275022918577
1.1,0.1,2.1,3.45028752396033
1.1,0.1,2.2,3.5902991915993003
1.1,0.1,2.3,3.7403116926410536
1.1,0.1,2.4,3.8903241936828072
1.1,0.1,2.5,4.0303358613217775
1.1,0.1,2.6,4.160346695557964
1.1,0.1,2.7,4.310359196599717
1.1,0.1,2.8,4.430369197433119
1.1,0.1,2.9,4.550379198266523
1.1,0.1,3.0,4.680390032502709
1.1,0.2,0.3,10.970914242853572
1.1,0.2,0.4,9.650804233686141
1.1,0.2,0.5,7.580631719309943
1.1,0.2,0.6000000000000001,5.380448370697558
1.1,0.2,0.7,5.7104758729894165
1.1,0.2,0.8,6.300525043753646
1.1,0.2,0.9000000000000001,7.620635052921077
1.1,0.2,1.0,8.950745895491291
1.1,0.2,1.1,9.470789232436037
1.1,0.2,1.2,10.01083423618635
1.1,0.2,1.3,10.640886740561713
1.1,0.2,1.4000000000000001,11.530960913409452
1.1,0.2,1.5000000000000002,12.301025085423786
1.1,0.2,1.6,13.111092591049255
1.1,0.2,1.7000000000000002,13.791149262438537
1.1,0.2,1.8,14.431202600216686
1.1,0.2,1.9000000000000001,14.981248437369782
1.1,0.2,2.0,15.431285940495043
1.1,0.2,2.1,15.881323443620303
1.1,0.2,2.2,16.29135761313443
1.1,0.2,2.3,16.681390115842987
1.1,0.2,2.4,17.041420118343197
1.1,0.2,2.5,17.351445953829487
1.1,0.2,2.6,17.661471789315776
1.1,0.2,2.7,17.991499291607635
1.1,0.2,2.8,18.251520960080008
1.1,0.2,2.9,18.551545962163516
1.1,0.2,3.0,18.84157013084424
1.1,0.3,0.3,17.17143095257938
1.1,0.3,0.4,11.060921743478623
1.1,0.3,0.5,12.09100758396533
1.1,0.3,0.6000000000000001,8.080673389449121
1.1,0.3,0.7,5.470455871322611
1.1,0.3,0.8,5.790482540211684
1.1,0.3,0.9000000000000001,6.240520043336945
1.1,0.3,1.0,6.8505708809067425
1.1,0.3,1.1,7.46062171847654
1.1,0.3,1.2,8.05067088924077
1.1,0.3,1.3,8.530710892574382
1.1,0.3,1.4000000000000001,9.040753396116344
1.1,0.3,1.5000000000000002,9.550795899658306
1.1,0.3,1.6,10.030835902991916
1.1,0.3,1.7000000000000002,10.490874239519961
1.1,0.3,1.8,10.930910909242437
1.1,0.3,1.9000000000000001,11.340945078756564
1.1,0.3,2.0,11.700975081256772
1.1,0.3,2.1,12.071005917159765
1.1,0.3,2.2,12.411034252854405
