Parameter,Value,Settling_Time
Kp,0.8,25.8621551795983
Kp,0.9,21.111759313276107
Kp,1.0,15.68130677556463
Kp,1.1,15.321276773064422
Kp,1.2000000000000002,10.750895907992334
Kp,1.3,10.320860071672639
Kp,1.4000000000000001,9.920826735561297
Kp,1.5,9.560796733061089
Kp,1.6,9.240770064172015
Kp,1.7000000000000002,8.960746728894074
Kp,1.8,8.700725060421702
Kp,1.9000000000000001,8.47070589215768
Kp,2.0,9.970830902575216
Kp,2.1,10.000833402783567
Kp,2.2,11.900991749312443
